testtopic	questionid	question	optiona	optionb	optionc	optiond	optione	optionf
14-Java-Test	67664	"What will be the output of the following program?<br><br>
public class Test<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;public static void main (String args[ ])<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;B o = new A ();<br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;System.out.println (o.content ());<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;public String content () throws Exception<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;throw new Exception (''This is an exception on this.content ()'');<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;private static class B<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;public String content ()<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;{<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;return ''B'';<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;}<br>
&nbsp;&nbsp;&nbsp; &nbsp;}<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;private static class A extends B<br>
&nbsp;&nbsp;&nbsp; &nbsp;{<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;public String content ()<br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;{<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;&nbsp; &nbsp;return ''A'';<br><br>
&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; &nbsp;}<br>
&nbsp;&nbsp;&nbsp; &nbsp;}<br>
}"	The code will compile but will fail to run	The code will compile and on running, it will print ''A''	The code will fail to compile	The code will compile and on running, it will print ''B''<br>		
14-Java-Test	67665	"What will be the output of the following program?<br><br>
public class Test<br>
{<br>
public static void main (String args[]) throws Exception<br>
{<br><br>
Test o = new Test ();<br>
System.out.println (o.content ());<br><br>
}<br><br>
public String content () throws Exception<br>
{<br><br>
throw new Exception (""This is an exception on this.content ()"");<br><br>
}<br>
private static class B<br><br>
{<br><br>
public String content ()<br>
{<br><br>
return ''B'';<br><br>
}<br>
}<br><br>
private static class A extends B<br>
{<br><br>
public String content ()<br>
{<br><br>
return ''A'';<br><br>
}<br>
}<br>
}<br>"	The code will fail to compile	The code will compile but throw an exception at runtime	The code will compile and on running, it will print ''A''	The code will compile and on running, it will print ''B'' <br>		
14-Java-Test	67666	"What will be written to the standard output when the following program is run?<br><br>public class X {<br>&nbsp;&nbsp; public static void main(String args[]) {<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; System.out.println(11 ^ 2);<br>&nbsp;&nbsp; }<br>}<br>"	10	9	11	13	121<br>	
14-Java-Test	67667	In which class is the notify method defined?<br>	Thread	Applet	Runnable	Object<br>		
14-Java-Test	67669	What is the method by which two or more applets can communicate with each other within one HTML page?<br>	Multiple applets cannot communicate with each other within one HTML page	getCodeBase()	getDefaultContext()	getAppletContext()<br><br>		
14-Java-Test	67670	"What will happen when this code is compiled and run?<br> (The employee table has only 1 column)<br><br>
import java.sql.*;<br><br>
public class X {<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;X() {<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;try {<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Class.forName(""sun.jdbc.odbc.JdbcOdbcDriver"");<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Connection c = DriverManager.getConnection(""jdbc:odbc:MedSol"","""","""");<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Statement &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;s = c.createStatement();<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ResultSet r = s.executeQuery(""SELECT * from Employee"");<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;c.close();<br><br>
&nbsp;&nbsp;&nbsp;&nbsp;while(r.next()) {<br>
&nbsp;&nbsp;&nbsp;&nbsp;System.out.println(r.getString(1));<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;catch(Exception e)<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;e.printStackTrace();<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;}<br><br>
public static void main(String str[])<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;new X();<br>
}<br>
}"	All the values of column one are printed	Nothing is printed	The code will fail to compile	The code will throw an exception as records are being printed after the connection is closed		
14-Java-Test	67673	Choose all valid forms of the argument list for the FileOutputStream constructor shown below:<br>	FileOutputStream( FileDescriptor fd )	FileOutputStream( String n, boolean a )	FileOutputStream( boolean a )	FileOutputStream()	FileOutputStream( File f )<br><br>	
14-Java-Test	67674	Which class contains a method to create a directory?	File	DataOutput	Directory	FileDescriptor	FileOutputStream<br><br>	
14-Java-Test	67675	"Assuming that val has been defined as an int for the code below, which values of val will result in ""Test C"" being printed?<br><br>
if( val > 4 ) {<br>
&nbsp;&nbsp;&nbsp;System.out.println(""Test A"");<br>
}else if( val > 9 ) {<br>
&nbsp;&nbsp;&nbsp;System.out.println(""Test B"");<br>
}else<br>
&nbsp;&nbsp;&nbsp;System.out.println(""Test C"");"	val < 0	val between 0 and 4	val between 4 and 9	val > 9	val = 0	"No values for val will result in ""Test C"" being printed<br>"
14-Java-Test	67676	Which of the following is a short circuit operator?	&&	||	|	&<br><br>		
14-Java-Test	67677	What is the return type of the method ceil(double) from the Math class?<br>	int	float	double	Integer	Double<br>	
14-Java-Test	67678	Which of the following methods will cause a thread to stop?	Invoking the interrupt() of the thread	Invoking the sleep() method on thread	When execution of the run() method ends	None of the above<br>		
14-Java-Test	67679	"What is printed to the standard output if myMethod() is executed?<br><br>class MyPoint {&nbsp;&nbsp;<br><br>&nbsp;&nbsp;void myMethod() {&nbsp;&nbsp;<br>&nbsp;&nbsp;&nbsp;&nbsp; int x, y;<br>&nbsp;&nbsp;&nbsp;&nbsp; x = 5; y = 3;<br>&nbsp;&nbsp;&nbsp;&nbsp; System.out.print( "" ( "" + x + "", "" + y + "" ) "" );<br>&nbsp;&nbsp;&nbsp;&nbsp; switchCoords( x, y );<br>&nbsp;&nbsp;&nbsp;&nbsp; System.out.print( "" ( "" + x + "", "" + y + "" ) "" );<br>&nbsp;&nbsp;}<br><br>&nbsp;&nbsp;void switchCoords( int x, int y ) {&nbsp;&nbsp;<br>&nbsp;&nbsp;&nbsp;&nbsp; int temp;<br>&nbsp;&nbsp;&nbsp;&nbsp; temp = x;<br>&nbsp;&nbsp;&nbsp;&nbsp; x = y;<br>&nbsp;&nbsp;&nbsp;&nbsp; y = temp;<br>&nbsp;&nbsp;&nbsp;&nbsp; System.out.print( "" ( "" + x + "", "" + y + "" ) "" );<br>&nbsp;&nbsp;}<br>}<br><br>"	(5, 3) (5, 3) (5, 3)	(5, 3) (3, 5) (3, 5)	(5, 3) (3, 5) (5, 3)	No output will be printed<br>		
14-Java-Test	67680	"What is wrong with the following code?<br><br>
class X extends Exception {}<br><br>
public class Y<br>
{<br>
&nbsp;&nbsp;&nbsp;&nbsp;public void foo()<br>
&nbsp;&nbsp;&nbsp;&nbsp;{<br>
&nbsp;&nbsp;&nbsp;&nbsp;try {<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;b();<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;finally {<br>
&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ba();<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br>
&nbsp;&nbsp;&nbsp;&nbsp;catch (MyException e) {}<br>
&nbsp;&nbsp;&nbsp;&nbsp;}<br><br>
public void b() throws X {<br>
throw new X();<br>
}<br><br>
public void ba() throws RuntimeException {<br>
throw new RuntimeException();<br>
}<br>
}"	Nothing is wrong with the code	Finally block should come after the catch block	An empty catch block is not allowed	None of the above		
14-Java-Test	67681	"What will be the output when the following code is compiled and run?<br><br>
public class Test<br>
{<br><br>
public static void main (String args[])<br>
{<br><br>
int i;<br>
i = 3;<br>
System.out.println ((int)i * 2.5 / 3.0);<br><br>
}<br><br>
}<br>"	The code will compile, but it will throw an exception when it is run	The code will compile and it will not produce any output when it is run	The code will fail to compile	The code will print 3	The code will print 2.5	The code will print 2<br>
14-Java-Test	67683	"Which of the following are ""keywords"" in Java?"	default	NULL	String	throws		
14-Java-Test	67684	Which of these interfaces is the most applicable when creating a class that associates a set of keys with a set of values?<br>	Collection	Set	Map	SortedSet <br><br>		
14-Java-Test	67686	What will the length() method in the File class return?<br>	The number of characters in the file	The number of bytes in the file	The number of lines in the file	None of the above<br><br>		
14-Java-Test	67687	Which of these interfaces are used by implementations of models for JTable?	TableModel	TableColumnModel	TableSelectionModel	ListModel<br><br>		
14-Java-Test	67688	Which of the following methods is used to get the parameters of an applet?	getAppletContext()	getAppletInfo()	getParameter()	getParameters()<br>		
14-Java-Test	67689	Which of these is not an event listener adapter defined in the java.awt.event package?	ActionAdapter	MouseListener	WindowAdapter	FocusListener<br>		
14-Java-Test	67690	"Which sequence will be printed when the following program is run?<br><br>
import java.util.*;<br><br>
public class Test<br>
{<br>
public static void main(String str[])<br>
{<br>
List l = new ArrayList();<br>
l.add(''1'');<br>
l.add(''2'');<br>
l.add(1,''3'');<br>
System.out.println(l);<br>
}<br>
}"	[1, 3, 2]	[1, 3, 1]	[1, 1, 3]	[1, 1, 2]	This code will generate an error	
14-Java-Test	67691	Which of the following are wrapper classes?	java.lang.Math	java.lang.Boolean	java.lang.Long	java.lang.Float<br><br>		
14-Java-Test	67692	"What will be the output when this code is compiled and run?<br><br>
public class Test<br>
{<br><br>
static int a;<br>
int b;<br>
public Test ()<br>
{<br><br>
int a, b, c;<br>
a = b = c = 20;<br>
System.out.println (a);<br><br>
}<br><br>
public static void main (String args[])<br>
{<br><br>
new Test ();<br><br>
}<br>
}<br>"	The code will fail to compile	True is printed	Nothing is printed	20 is printed<br>		
